드라마,날짜,회차,요일,배우,CPI,CPI증감률,경제성장률,실업률,미세먼지,연출자,작가,특이사항,시청률
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.09,50,0,73,104.47,-1,0.9,2.8,68,5,11,0,40.25
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.10,51,1,73,104.47,-1,0.9,2.8,68,5,11,0,46.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.16,52,0,73,104.47,-1,0.9,2.8,68,5,11,0,40.7
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.17,53,1,73,104.47,-1,0.9,2.8,68,5,11,0,45.85
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.23,1,0,63,104.47,-1,0.9,2.8,68,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.24,2,1,63,104.47,-1,0.9,2.8,68,3,6,0,26.1
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.30,3,0,63,104.47,-1,0.9,2.8,68,3,6,0,24.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.31,4,1,63,104.47,-1,0.9,2.8,68,3,6,0,27.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.06,5,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,24.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.07,6,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,27.45
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.13,7,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,23.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.14,8,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,28.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.20,9,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,23.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.21,10,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,29.2
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.27,11,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,25.5
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.28,12,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,28.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.04,13,0,63,104.93,-0.3,-0.4,4,46,3,6,0,22.15
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.05,14,1,63,104.93,-0.3,-0.4,4,46,3,6,0,26.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.11,15,0,63,104.93,-0.3,-0.4,4,46,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.12,16,1,63,104.93,-0.3,-0.4,4,46,3,6,0,29.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.18,17,0,63,104.93,-0.3,-0.4,4,46,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.19,18,1,63,104.93,-0.3,-0.4,4,46,3,6,0,30.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.25,19,0,63,104.93,-0.3,-0.4,4,46,3,6,0,25.8
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.26,20,1,63,104.93,-0.3,-0.4,4,46,3,6,0,29.2
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.01,21,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.02,22,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.95
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.08,23,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.09,24,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.15,25,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.16,26,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.22,27,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.23,28,1,63,104.93,-0.3,-0.4,4,26,3,6,0,30
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.29,29,0,63,104.93,-0.3,-0.4,4,26,3,6,0,27.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.30,30,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.06,31,0,63,104.86,-0.3,1,3.9,26,3,6,0,25.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.07,32,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.13,33,0,63,104.86,-0.3,1,3.9,26,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.14,34,1,63,104.86,-0.3,1,3.9,26,3,6,0,28.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.20,35,0,63,104.86,-0.3,1,3.9,26,3,6,0,27.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.21,36,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.27,37,0,63,104.86,-0.3,1,3.9,26,3,6,0,26.85
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.28,38,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.03,39,0,63,104.86,-0.3,1,3,25,3,6,0,24.4
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.04,40,1,63,104.86,-0.3,1,3,25,3,6,0,28.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.10,41,0,63,104.86,-0.3,1,3,25,3,6,0,24.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.11,42,1,63,104.86,-0.3,1,3,25,3,6,0,29.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.17,43,0,63,104.86,-0.3,1,3,25,3,6,0,25.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.18,44,1,63,104.86,-0.3,1,3,25,3,6,0,30.65
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.24,45,0,63,104.86,-0.3,1,3,25,3,6,0,27
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.25,46,1,63,104.86,-0.3,1,3,25,3,6,0,30.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.31,47,0,63,104.86,-0.3,1,3,25,3,6,0,27.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.01,48,1,63,104.86,-0.3,1,3,24,3,6,0,31.4
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.07,49,0,63,104.86,-0.3,1,3,24,3,6,0,30.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.08,50,1,63,104.86,-0.3,1,3,24,3,6,0,31.65
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.14,51,0,63,104.86,-0.3,1,3,24,3,6,0,28.5
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.15,52,1,63,104.86,-0.3,1,3,24,3,6,0,32.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.21,53,0,63,104.86,-0.3,1,3,24,3,6,0,30.8
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.22,54,1,63,104.86,-0.3,1,3,24,3,6,0,34.55
